basement:batteries,1335777384,0,13
livingroom:cablebox,1335777387,18.625,4
master:macmini,1335777391,5.486,21
basement:dehumidifier,1335777397,1.227,12
master:printer,1335777400,10.823,21
basement:hrv,1335777405,9.704,12
basement:waterpump,1335777408,0,12
master:monitor,1335777411,3.445,21
livingroom:tv,1335777418,0,4
livingroom:tv,1335777420,0,4
basement:freezer,1335777420,0.529,13
livingroom:tv,1335777420,0,4
kitchen:toaster,1335777429,0,24
basement:freezer,1335777436,127.786,13
livingroom:tivo,1335777441,19.517,4
livingroom:tv,1335777446,0,4
livingroom:tv,1335777448,0,4
kitchen:coffeepot,1335777448,0.818,25
basement:freezer,1335777449,126.39,13
master:timemachine,1335777450,12.092,21
livingroom:lamp1,1335777459,0,4
livingroom:lamp2,1335777463,0,4
livingroom:tv,1335777464,0,4
livingroom:dvd,1335777467,0,4
basement:freezer,1335777470,121.554,13
livingroom:receiver,1335777471,0,4
livingroom:subwoofer,1335777473,11,4
livingroom:roku,1335777477,6,4
basement:dehumidifier,1335777481,327.337,12
livingroom:wii,1335777481,2,4
livingroom:tv,1335777482,0,4
basement:dehumidifier,1335777483,362.879,12
kitchen:tassimo,1335777484,0,24
livingroom:tv,1335777484,0,4
basement:dehumidifier,1335777484,377.468,12
basement:freezer,1335777485,120.263,13
livingroom:tv,1335777486,0,4
basement:dehumidifier,1335777486,388.113,12
livingroom:tv,1335777488,0,4
kitchen:panini,1335777488,0,25
basement:dehumidifier,1335777488,383.875,12
livingroom:tv,1335777490,0,4
basement:dehumidifier,1335777490,380.121,12
kitchen:refrigerator,1335777491,2,15
livingroom:tv,1335777492,0,4
basement:dehumidifier,1335777492,377.355,12
livingroom:tv,1335777494,0,4
basement:dehumidifier,1335777494,375.268,12
livingroom:tv,1335777495,0,4
kitchen:microwave,1335777496,3,17
basement:dehumidifier,1335777496,373.368,12
livingroom:tv,1335777497,0,4
basement:dehumidifier,1335777498,371.773,12
kitchen:telephone,1335777498,0,26
basement:freezer,1335777499,119.236,13
livingroom:tv,1335777499,0,4
livingroom:tv,1335777501,0,4
basement:washingmachine,1335777501,1,14
livingroom:tv,1335777503,0,4
basement:dehumidifier,1335777503,369.268,12
basement:tv,1335777505,0,13
livingroom:tv,1335777505,0,4
basement:dehumidifier,1335777505,367.463,12
livingroom:tv,1335777507,0,4
basement:dehumidifier,1335777507,365.706,12
livingroom:tv,1335777509,0,4
basement:desklamp,1335777509,1,13
basement:dehumidifier,1335777509,364.097,12
livingroom:tv,1335777510,0,4
basement:dehumidifier,1335777511,362.449,12
master:lamp1,1335777512,0,21
livingroom:tv,1335777512,0,4
basement:freezer,1335777514,118.2,13
livingroom:tv,1335777514,0,4
basement:dehumidifier,1335777515,361.101,12
master:iphone1,1335777516,1,21
livingroom:tv,1335777516,0,4
livingroom:tv,1335777518,0,4
master:clock1,1335777519,0,21
basement:freezer,1335777520,117.066,13
livingroom:tv,1335777520,0,4
basement:dehumidifier,1335777521,359.839,12
livingroom:tv,1335777522,0,4
master:nightstand2,1335777523,4,21
basement:freezer,1335777523,115.869,13
livingroom:tv,1335777524,0,4
livingroom:tv,1335777526,0,4
master:clockphone,1335777526,6,21
basement:dehumidifier,1335777526,358.724,12
livingroom:tv,1335777528,0,4
master:cablemodem,1335777529,0,21
livingroom:tv,1335777530,0,4
livingroom:tv,1335777531,0,4
master:desklamp,1335777533,1,21
livingroom:tv,1335777533,0,4
livingroom:tv,1335777535,0,4
bedroom:lamp1,1335777537,0,19
livingroom:tv,1335777537,0,4
livingroom:tv,1335777539,0,4
bedroom:lamp2,1335777540,0,19
livingroom:tv,1335777541,0,4
basement:dehumidifier,1335777542,360.023,12
livingroom:tv,1335777543,0,4
livingroom:tv,1335777545,0,4
basement:dehumidifier,1335777545,361.37,12
livingroom:tv,1335777547,0,4
bedroom:noise,1335777548,8,19
livingroom:tv,1335777549,0,4
livingroom:tv,1335777551,0,4
livingroom:tv,1335777553,0,4
livingroom:tv,1335777554,0,4
bedroom:nitelight,1335777555,2,19
livingroom:tv,1335777556,0,4
bedroom:video,1335777558,5,19
livingroom:tv,1335777558,0,4
livingroom:tv,1335777560,0,4
bedroom:ipod,1335777562,2,19
livingroom:tv,1335777562,0,4
livingroom:tv,1335777564,0,4
guest:lamp,1335777565,1,3
basement:freezer,1335777565,114.659,13
livingroom:tv,1335777566,0,4
livingroom:tv,1335777568,0,4
guest:clock,1335777569,2,3
livingroom:tv,1335777570,0,4
livingroom:tv,1335777572,0,4
guest:desklamp,1335777572,0,3
livingroom:tv,1335777574,0,4
livingroom:tv,1335777575,0,4
guest:monitor,1335777575,0,3
livingroom:tv,1335777577,0,4
livingroom:tv,1335777579,0,4
guest:laptop,1335777580,0,3
livingroom:tv,1335777581,0,4
livingroom:tv,1335777583,0,4
livingroom:tv,1335777585,0,4
livingroom:tv,1335777587,0,4
livingroom:tv,1335777589,0,4
livingroom:tv,1335777591,0,4
livingroom:tv,1335777593,0,4
livingroom:tv,1335777594,0,4
livingroom:tv,1335777596,0,4
basement:freezer,1335777598,115.932,13
livingroom:tv,1335777598,0,4
basement:dehumidifier,1335777599,313.383,12
livingroom:tv,1335777600,0,4
basement:dehumidifier,1335777601,1.227,12
livingroom:tv,1335777602,0,4
livingroom:tv,1335777604,0,4
