livingroom:tv,1338470692,0,4
master:monitor,1338470693,3.457,21
master:macmini,1338470693,5.556,21
basement:dehumidifier,1338470693,423.701,12
basement:hrv,1338470693,8.755,12
livingroom:cablebox,1338470694,18.807,4
livingroom:tivo,1338470694,19.558,4
kitchen:coffeepot,1338470694,40.942,25
kitchen:toaster,1338470694,0,24
basement:freezer,1338470695,113.865,13
basement:waterpump,1338470695,0,12
master:timemachine,1338470695,12.147,21
master:printer,1338470696,13.756,21
livingroom:ac,1338470696,0,9
livingroom:fan,1338470696,0,9
master:ac,1338470697,0,21
master:fan,1338470698,0,21
bedroom:ac,1338470698,0,19
bedroom:fan,1338470698,0,19
kitchen:tassimo,1338470698,0,24
livingroom:tv,1338470699,0,4
livingroom:tv,1338470704,0,4
livingroom:tv,1338470711,0,4
basement:dehumidifier,1338470712,424.911,12
livingroom:tv,1338470714,0,4
livingroom:tv,1338470717,0,4
livingroom:tv,1338470719,0,4
livingroom:tv,1338470722,0,4
livingroom:tv,1338470725,0,4
basement:dehumidifier,1338470725,426.033,12
livingroom:tv,1338470727,0,4
livingroom:tv,1338470730,0,4
livingroom:tv,1338470733,0,4
livingroom:tv,1338470736,0,4
basement:dehumidifier,1338470736,427.042,12
livingroom:tv,1338470739,0,4
livingroom:tv,1338470741,0,4
livingroom:tv,1338470744,0,4
livingroom:tv,1338470747,0,4
livingroom:tv,1338470749,0,4
basement:dehumidifier,1338470750,428.042,12
livingroom:tv,1338470752,0,4
livingroom:tv,1338470755,0,4
livingroom:lamp1,1338470755,2,4
livingroom:tv,1338470758,0,4
master:macmini,1338470758,6.685,21
livingroom:lamp2,1338470759,0,4
livingroom:tv,1338470760,0,4
livingroom:tv,1338470763,0,4
master:macmini,1338470763,5.434,21
basement:dehumidifier,1338470763,429.707,12
livingroom:receiver,1338470765,0,4
livingroom:tv,1338470766,0,4
livingroom:tv,1338470768,0,4
basement:dehumidifier,1338470769,428.611,12
livingroom:dvd,1338470770,0,4
livingroom:tv,1338470771,0,4
livingroom:subwoofer,1338470772,11,4
livingroom:tv,1338470774,0,4
basement:dehumidifier,1338470774,429.679,12
livingroom:tv,1338470777,0,4
livingroom:tv,1338470779,0,4
livingroom:tv,1338470782,0,4
livingroom:tv,1338470785,0,4
livingroom:tv,1338470787,0,4
livingroom:tv,1338470790,0,4
livingroom:tv,1338470793,0,4
livingroom:tv,1338470795,0,4
livingroom:tv,1338470798,0,4
livingroom:tv,1338470801,0,4
basement:dehumidifier,1338470801,430.968,12
livingroom:tv,1338470804,0,4
livingroom:wii,1338470806,2,4
kitchen:panini,1338470808,1,25
livingroom:tv,1338470808,0,4
livingroom:tv,1338470811,0,4
kitchen:telephone,1338470812,0,26
livingroom:tv,1338470814,0,4
master:ac,1338470816,65.544,21
livingroom:tv,1338470817,0,4
basement:tv,1338470817,0,13
master:ac,1338470819,0,21
livingroom:tv,1338470819,0,4
basement:washingmachine,1338470821,1,14
livingroom:tv,1338470824,0,4
master:lamp1,1338470827,0,21
livingroom:tv,1338470827,0,4
livingroom:tv,1338470830,0,4
basement:desklamp,1338470831,2,13
master:iphone1,1338470834,1,21
livingroom:tv,1338470834,0,4
livingroom:tv,1338470837,0,4
master:clock1,1338470838,0,21
livingroom:tv,1338470840,0,4
livingroom:tv,1338470840,0,4
master:nightstand2,1338470841,3,21
basement:freezer,1338470841,112.481,13
livingroom:tv,1338470842,0,4
master:clockphone,1338470844,6,21
livingroom:tv,1338470845,0,4
basement:dehumidifier,1338470846,432.397,12
master:cablemodem,1338470847,0,21
livingroom:tv,1338470848,0,4
livingroom:tv,1338470851,0,4
master:desklamp,1338470851,1,21
basement:dehumidifier,1338470851,431.248,12
livingroom:tv,1338470853,0,4
bedroom:lamp1,1338470854,1,19
basement:freezer,1338470855,113.996,13
livingroom:tv,1338470856,0,4
livingroom:tv,1338470859,0,4
livingroom:tv,1338470862,0,4
bedroom:video,1338470862,5,19
livingroom:tv,1338470865,0,4
bedroom:noise,1338470868,1,19
livingroom:tv,1338470871,0,4
bedroom:nitelight,1338470874,1,19
livingroom:tv,1338470874,0,4
livingroom:tv,1338470877,0,4
master:macmini,1338470877,6.703,21
bedroom:ipod,1338470880,2,19
guest:lamp,1338470887,0,3
guest:clock,1338470890,2,3
guest:desklamp,1338470895,0,3
guest:monitor,1338470896,0,3
livingroom:tv,1338470898,0,4
master:macmini,1338470899,5.425,21
basement:dehumidifier,1338470899,432.479,12
guest:laptop,1338470900,0,3
livingroom:tv,1338470906,0,4
basement:batteries,1338470907,0,13
livingroom:tv,1338470911,0,4
livingroom:tv,1338470917,0,4
livingroom:tv,1338470920,0,4
livingroom:tv,1338470923,0,4
livingroom:tv,1338470926,0,4
livingroom:tv,1338470931,0,4
livingroom:tv,1338470934,0,4
livingroom:tv,1338470937,0,4
livingroom:tv,1338470941,0,4
livingroom:tv,1338470944,0,4
basement:dehumidifier,1338470944,433.496,12
livingroom:tv,1338470947,0,4
livingroom:tv,1338470953,0,4
basement:dehumidifier,1338470953,49.244,12
basement:freezer,1338470954,112.736,13
livingroom:tv,1338470956,0,4
basement:dehumidifier,1338470956,1.218,12
livingroom:tv,1338470960,0,4
livingroom:tv,1338470963,0,4
livingroom:tv,1338470971,0,4
livingroom:tv,1338470974,0,4
livingroom:tv,1338470979,0,4
livingroom:tv,1338470983,0,4
livingroom:tv,1338470987,0,4
livingroom:tv,1338470989,0,4
livingroom:tv,1338470992,0,4
livingroom:tv,1338470995,0,4
livingroom:tv,1338471000,0,4
livingroom:tv,1338471003,0,4
livingroom:tv,1338471006,0,4
livingroom:tv,1338471010,0,4
livingroom:tv,1338471013,0,4
livingroom:tv,1338471017,0,4
livingroom:tv,1338471022,0,4
livingroom:tv,1338471026,0,4
livingroom:tv,1338471031,0,4
livingroom:tv,1338471035,0,4
livingroom:tv,1338471037,0,4
livingroom:tv,1338471040,0,4
livingroom:tv,1338471043,0,4
livingroom:tv,1338471046,0,4
livingroom:tv,1338471049,0,4
livingroom:tv,1338471052,0,4
livingroom:tv,1338471055,0,4
livingroom:tv,1338471058,0,4
livingroom:tv,1338471061,0,4
livingroom:tv,1338471066,0,4
livingroom:tv,1338471071,0,4
livingroom:tv,1338471074,0,4
basement:dehumidifier,1338471074,61.992,12
livingroom:tv,1338471077,0,4
basement:dehumidifier,1338471078,410.334,12
livingroom:tv,1338471080,0,4
basement:dehumidifier,1338471081,462.854,12
livingroom:tv,1338471083,0,4
basement:dehumidifier,1338471084,455.448,12
livingroom:tv,1338471102,0,4
basement:dehumidifier,1338471103,431.143,12
livingroom:tv,1338471110,0,4
livingroom:tv,1338471110,0,4
basement:dehumidifier,1338471110,428.465,12
livingroom:tv,1338471113,0,4
livingroom:tv,1338471115,0,4
livingroom:tv,1338471118,0,4
basement:dehumidifier,1338471119,426.718,12
livingroom:tv,1338471121,0,4
livingroom:tv,1338471126,0,4
basement:dehumidifier,1338471126,424.609,12
livingroom:tv,1338471128,0,4
livingroom:tv,1338471131,0,4
livingroom:tv,1338471134,0,4
livingroom:tv,1338471137,0,4
livingroom:tv,1338471143,0,4
livingroom:tv,1338471149,0,4
basement:dehumidifier,1338471149,423.206,12
livingroom:tv,1338471152,0,4
livingroom:tv,1338471162,0,4
livingroom:tv,1338471165,0,4
livingroom:tv,1338471168,0,4
livingroom:tv,1338471171,0,4
livingroom:tv,1338471175,0,4
livingroom:tv,1338471182,0,4
livingroom:tv,1338471185,0,4
livingroom:tv,1338471188,0,4
livingroom:tv,1338471191,0,4
basement:dehumidifier,1338471191,424.332,12
livingroom:tv,1338471195,0,4
livingroom:tv,1338471198,0,4
livingroom:tv,1338471203,0,4
basement:dehumidifier,1338471203,425.87,12
livingroom:tv,1338471206,0,4
livingroom:tv,1338471210,0,4
livingroom:tv,1338471213,0,4
livingroom:tv,1338471218,0,4
livingroom:tv,1338471221,0,4
master:macmini,1338471221,7.6,21
basement:dehumidifier,1338471221,427.007,12
livingroom:tv,1338471224,0,4
master:macmini,1338471224,5.617,21
livingroom:tv,1338471226,0,4
livingroom:tv,1338471229,0,4
livingroom:tv,1338471234,0,4
livingroom:tv,1338471237,0,4
master:macmini,1338471237,6.88,21
livingroom:tv,1338471241,0,4
master:macmini,1338471241,5.465,21
basement:dehumidifier,1338471241,428.398,12
livingroom:tv,1338471244,0,4
livingroom:tv,1338471247,0,4
livingroom:tv,1338471252,0,4
livingroom:tv,1338471259,0,4
livingroom:tv,1338471262,0,4
basement:dehumidifier,1338471262,429.463,12
livingroom:tv,1338471265,0,4
livingroom:tv,1338471268,0,4
livingroom:tv,1338471270,0,4
livingroom:tv,1338471273,0,4
basement:dehumidifier,1338471280,430.937,12
livingroom:tv,1338471282,0,4
livingroom:tv,1338471285,0,4
livingroom:tv,1338471288,0,4
basement:dehumidifier,1338471288,425.115,12
livingroom:tv,1338471304,0,4
basement:dehumidifier,1338471305,1.219,12
livingroom:tv,1338471310,0,4
livingroom:tv,1338471312,0,4
livingroom:tv,1338471315,0,4
master:macmini,1338471316,6.478,21
livingroom:tv,1338471318,0,4
livingroom:tv,1338471321,0,4
livingroom:tv,1338471324,0,4
livingroom:tv,1338471327,0,4
livingroom:tv,1338471329,0,4
livingroom:tv,1338471332,0,4
master:macmini,1338471335,5.473,21
livingroom:tv,1338471337,0,4
livingroom:tv,1338471341,0,4
livingroom:tv,1338471345,0,4
livingroom:tv,1338471348,0,4
livingroom:tv,1338471351,0,4
livingroom:tv,1338471354,0,4
livingroom:tv,1338471357,0,4
master:macmini,1338471358,7.22,21
livingroom:tv,1338471364,0,4
master:macmini,1338471364,5.562,21
basement:freezer,1338471366,111.665,13
livingroom:tv,1338471368,0,4
livingroom:tv,1338471371,0,4
livingroom:tv,1338471378,0,4
livingroom:tv,1338471383,0,4
livingroom:tv,1338471383,0,4
livingroom:tv,1338471386,0,4
livingroom:tv,1338471389,0,4
basement:freezer,1338471390,112.723,13
livingroom:tv,1338471394,0,4
livingroom:tv,1338471397,0,4
livingroom:tv,1338471403,0,4
livingroom:tv,1338471407,0,4
basement:dehumidifier,1338471407,17.836,12
livingroom:tv,1338471411,0,4
basement:dehumidifier,1338471411,298.339,12
livingroom:tv,1338471414,0,4
basement:dehumidifier,1338471414,459.387,12
livingroom:tv,1338471417,0,4
basement:dehumidifier,1338471417,476.907,12
livingroom:tv,1338471421,0,4
basement:dehumidifier,1338471421,453.305,12
livingroom:tv,1338471423,0,4
basement:dehumidifier,1338471424,448.506,12
livingroom:tv,1338471428,0,4
basement:dehumidifier,1338471428,443.094,12
livingroom:tv,1338471431,0,4
basement:dehumidifier,1338471431,438.683,12
livingroom:tv,1338471435,0,4
basement:dehumidifier,1338471436,432.522,12
livingroom:tv,1338471438,0,4
basement:dehumidifier,1338471439,430.199,12
livingroom:tv,1338471441,0,4
basement:dehumidifier,1338471441,427.085,12
livingroom:tv,1338471444,0,4
basement:dehumidifier,1338471445,425.539,12
livingroom:tv,1338471448,0,4
livingroom:tv,1338471451,0,4
basement:dehumidifier,1338471451,424.204,12
livingroom:tv,1338471454,0,4
livingroom:tv,1338471458,0,4
basement:dehumidifier,1338471458,422.47,12
livingroom:tv,1338471460,0,4
livingroom:tv,1338471463,0,4
livingroom:tv,1338471466,0,4
livingroom:tv,1338471469,0,4
basement:freezer,1338471471,111.623,13
livingroom:tv,1338471472,0,4
livingroom:tv,1338471476,0,4
livingroom:tv,1338471482,0,4
livingroom:tv,1338471488,0,4
livingroom:tv,1338471503,0,4
livingroom:tv,1338471508,0,4
basement:dehumidifier,1338471509,424.145,12
livingroom:tv,1338471511,0,4
livingroom:tv,1338471514,0,4
livingroom:tv,1338471517,0,4
livingroom:tv,1338471522,0,4
basement:dehumidifier,1338471523,425.603,12
livingroom:tv,1338471528,0,4
livingroom:tv,1338471531,0,4
livingroom:tv,1338471534,0,4
basement:dehumidifier,1338471534,426.897,12
livingroom:tv,1338471536,0,4
livingroom:tv,1338471540,0,4
livingroom:tv,1338471545,0,4
basement:dehumidifier,1338471545,428.381,12
livingroom:tv,1338471548,0,4
livingroom:tv,1338471550,0,4
master:printer,1338471553,33568.222,21
master:printer,1338471554,13.754,21
livingroom:tv,1338471555,0,4
livingroom:tv,1338471558,0,4
livingroom:tv,1338471565,0,4
basement:dehumidifier,1338471565,429.797,12
livingroom:tv,1338471568,0,4
livingroom:tv,1338471571,0,4
basement:dehumidifier,1338471571,431.076,12
livingroom:tv,1338471574,0,4
livingroom:tv,1338471577,0,4
livingroom:tv,1338471580,0,4
livingroom:tv,1338471583,0,4
livingroom:tv,1338471586,0,4
livingroom:tv,1338471589,0,4
livingroom:tv,1338471591,0,4
livingroom:tv,1338471594,0,4
livingroom:tv,1338471597,0,4
master:macmini,1338471597,6.676,21
livingroom:tv,1338471600,0,4
