livingroom:lamp1,1336641485,0,4
livingroom:lamp2,1336641489,0,4
livingroom:dvd,1336641493,0,4
livingroom:receiver,1336641496,0,4
livingroom:roku,1336641503,7,4
livingroom:subwoofer,1336641507,11,4
livingroom:wii,1336641510,2,4
kitchen:tassimo,1336641514,0,24
kitchen:panini,1336641517,0,25
kitchen:refrigerator,1336641520,116,15
kitchen:microwave,1336641524,3,17
kitchen:telephone,1336641527,0,26
basement:washingmachine,1336641531,0,14
basement:tv,1336641534,0,13
basement:desklamp,1336641538,1,13
master:lamp1,1336641541,0,21
master:iphone1,1336641545,0,21
master:clock1,1336641548,0,21
master:nightstand2,1336641552,4,21
master:clockphone,1336641555,6,21
master:cablemodem,1336641558,0,21
master:desklamp,1336641562,1,21
bedroom:lamp1,1336641566,1,19
bedroom:lamp2,1336641569,0,19
bedroom:video,1336641572,5,19
bedroom:noise,1336641576,8,19
bedroom:nitelight,1336641579,2,19
bedroom:ipod,1336641583,1,19
guest:lamp,1336641586,1,3
guest:clock,1336641590,2,3
guest:desklamp,1336641593,0,3
guest:monitor,1336641598,0,3
guest:laptop,1336641600,0,3
basement:tv,1336641689,0,13
basement:desklamp,1336641693,2,13
basement:tv,1336643135,0,13
basement:desklamp,1336643139,2,13
basement:tv,1336644570,0,13
basement:desklamp,1336644574,1,13
bedroom:lamp1,1336645602,1,19
bedroom:lamp2,1336645605,0,19
livingroom:lamp1,1336645854,0,4
livingroom:lamp2,1336645858,0,4
livingroom:dvd,1336645861,0,4
livingroom:lamp1,1336645864,0,4
livingroom:receiver,1336645868,0,4
livingroom:lamp2,1336645871,0,4
livingroom:subwoofer,1336645875,12,4
livingroom:dvd,1336645878,0,4
livingroom:roku,1336645881,6,4
livingroom:receiver,1336645884,0,4
livingroom:wii,1336645888,2,4
livingroom:subwoofer,1336645891,12,4
livingroom:lamp1,1336645894,0,4
livingroom:roku,1336645897,7,4
livingroom:lamp2,1336645900,0,4
livingroom:wii,1336645904,2,4
livingroom:dvd,1336645907,0,4
livingroom:lamp1,1336645910,0,4
livingroom:receiver,1336645914,0,4
livingroom:lamp2,1336645916,0,4
livingroom:subwoofer,1336645921,12,4
livingroom:dvd,1336645925,0,4
livingroom:roku,1336645930,7,4
livingroom:lamp1,1336645934,0,4
livingroom:receiver,1336645937,0,4
livingroom:wii,1336645940,2,4
livingroom:lamp2,1336645943,0,4
livingroom:subwoofer,1336645947,11,4
livingroom:lamp1,1336645949,0,4
livingroom:dvd,1336645953,0,4
livingroom:roku,1336645957,7,4
livingroom:lamp2,1336645959,0,4
livingroom:lamp1,1336645962,0,4
livingroom:receiver,1336645967,0,4
livingroom:wii,1336645969,2,4
livingroom:dvd,1336645973,0,4
livingroom:lamp2,1336645976,0,4
livingroom:subwoofer,1336645979,11,4
livingroom:receiver,1336645982,0,4
livingroom:dvd,1336645985,0,4
livingroom:roku,1336645989,7,4
livingroom:subwoofer,1336645992,11,4
livingroom:receiver,1336645995,0,4
livingroom:wii,1336645999,2,4
livingroom:roku,1336646002,7,4
livingroom:subwoofer,1336646005,11,4
livingroom:wii,1336646009,2,4
livingroom:roku,1336646017,6,4
livingroom:wii,1336646020,2,4
basement:tv,1336646120,0,13
basement:desklamp,1336646124,1,13
master:lamp1,1336646338,0,21
master:nightstand2,1336646342,2,21
master:cablemodem,1336646344,0,21
master:desklamp,1336646348,1,21
master:lamp1,1336646351,0,21
master:nightstand2,1336646355,2,21
master:cablemodem,1336646358,0,21
master:desklamp,1336646361,1,21
master:lamp1,1336646366,0,21
master:nightstand2,1336646369,2,21
master:cablemodem,1336646372,0,21
master:desklamp,1336646376,1,21
master:lamp1,1336646448,0,21
master:nightstand2,1336646451,2,21
master:cablemodem,1336646454,0,21
master:desklamp,1336646458,1,21
master:lamp1,1336646474,0,21
master:nightstand2,1336646477,3,21
master:cablemodem,1336646480,0,21
master:desklamp,1336646484,1,21
livingroom:lamp1,1336646649,0,4
livingroom:lamp2,1336646652,0,4
livingroom:dvd,1336646657,0,4
livingroom:receiver,1336646659,0,4
livingroom:subwoofer,1336646664,11,4
livingroom:roku,1336646690,7,4
livingroom:wii,1336646692,2,4
livingroom:lamp1,1336646748,0,4
livingroom:lamp2,1336646751,0,4
livingroom:dvd,1336646756,0,4
livingroom:receiver,1336646758,0,4
livingroom:subwoofer,1336646762,12,4
livingroom:lamp1,1336646764,0,4
livingroom:roku,1336646768,7,4
livingroom:lamp2,1336646770,0,4
livingroom:wii,1336646774,2,4
livingroom:dvd,1336646777,0,4
livingroom:receiver,1336646780,0,4
livingroom:subwoofer,1336646785,11,4
livingroom:roku,1336646787,7,4
livingroom:wii,1336646791,2,4
livingroom:lamp1,1336646795,0,4
livingroom:lamp2,1336646799,0,4
livingroom:dvd,1336646802,0,4
livingroom:receiver,1336646806,0,4
livingroom:subwoofer,1336646809,10,4
livingroom:roku,1336646812,7,4
livingroom:wii,1336646815,2,4
livingroom:lamp1,1336647133,0,4
livingroom:lamp2,1336647136,0,4
livingroom:dvd,1336647140,0,4
livingroom:receiver,1336647144,0,4
livingroom:subwoofer,1336647147,11,4
livingroom:roku,1336647150,7,4
livingroom:wii,1336647153,2,4
livingroom:lamp1,1336647258,0,4
livingroom:lamp2,1336647261,0,4
livingroom:dvd,1336647264,0,4
livingroom:receiver,1336647268,0,4
livingroom:lamp1,1336647274,0,4
livingroom:subwoofer,1336647279,11,4
livingroom:roku,1336647285,7,4
livingroom:lamp2,1336647287,0,4
livingroom:wii,1336647292,2,4
livingroom:dvd,1336647294,0,4
livingroom:receiver,1336647298,0,4
livingroom:subwoofer,1336647302,11,4
livingroom:lamp1,1336647304,0,4
livingroom:roku,1336647331,7,4
livingroom:lamp2,1336647333,0,4
livingroom:wii,1336647337,2,4
livingroom:dvd,1336647341,0,4
livingroom:lamp1,1336647344,0,4
livingroom:receiver,1336647347,0,4
livingroom:lamp2,1336647349,0,4
livingroom:subwoofer,1336647353,11,4
livingroom:dvd,1336647356,0,4
livingroom:receiver,1336647364,0,4
livingroom:roku,1336647366,7,4
livingroom:subwoofer,1336647370,10,4
livingroom:roku,1336647376,7,4
livingroom:wii,1336647384,2,4
livingroom:lamp1,1336647442,0,4
livingroom:lamp2,1336647445,0,4
livingroom:dvd,1336647449,0,4
livingroom:receiver,1336647453,0,4
livingroom:subwoofer,1336647456,11,4
livingroom:roku,1336647465,7,4
livingroom:wii,1336647468,2,4
livingroom:lamp1,1336647471,0,4
livingroom:lamp2,1336647474,0,4
livingroom:dvd,1336647478,0,4
livingroom:receiver,1336647481,0,4
livingroom:subwoofer,1336647484,11,4
livingroom:roku,1336647489,7,4
livingroom:wii,1336647492,2,4
basement:tv,1336647586,0,13
basement:desklamp,1336647620,1,13
livingroom:lamp1,1336647943,0,4
livingroom:lamp2,1336647951,0,4
livingroom:dvd,1336647954,0,4
livingroom:receiver,1336647972,0,4
livingroom:subwoofer,1336647975,12,4
livingroom:roku,1336647984,7,4
livingroom:lamp1,1336647989,0,4
livingroom:wii,1336647994,2,4
livingroom:lamp2,1336647996,0,4
livingroom:dvd,1336648000,0,4
livingroom:receiver,1336648004,0,4
livingroom:subwoofer,1336648007,10,4
livingroom:roku,1336648009,6,4
livingroom:wii,1336648013,2,4
livingroom:lamp1,1336648030,0,4
livingroom:lamp2,1336648033,0,4
livingroom:dvd,1336648037,0,4
livingroom:receiver,1336648040,0,4
livingroom:subwoofer,1336648043,12,4
livingroom:roku,1336648048,7,4
livingroom:wii,1336648055,2,4
livingroom:lamp1,1336648088,0,4
livingroom:lamp2,1336648091,0,4
