kitchen:refrigerator,1338478488,1
kitchen:refrigerator,1338478510,0
kitchen:refrigerator,1338478510,0
kitchen:refrigerator,1338478511,1
kitchen:refrigerator,1338478550,1
kitchen:refrigerator,1338478550,1
kitchen:refrigerator,1338478554,0
kitchen:refrigerator,1338478555,0
kitchen:refrigerator,1338478579,1
kitchen:refrigerator,1338478579,1
kitchen:refrigerator,1338478589,0
kitchen:refrigerator,1338478589,0
kitchen:refrigerator,1338478921,1
kitchen:refrigerator,1338478921,1
kitchen:refrigerator,1338478927,0
kitchen:refrigerator,1338478927,0
kitchen:refrigerator,1338495826,1
kitchen:refrigerator,1338495826,1
kitchen:refrigerator,1338495866,0
kitchen:refrigerator,1338495866,0
kitchen:refrigerator,1338495878,1
kitchen:refrigerator,1338495878,1
kitchen:refrigerator,1338495884,0
kitchen:refrigerator,1338495885,0
kitchen:refrigerator,1338499237,1
kitchen:refrigerator,1338499237,1
kitchen:refrigerator,1338499242,0
kitchen:refrigerator,1338499242,0
kitchen:refrigerator,1338499332,1
kitchen:refrigerator,1338499332,1
kitchen:refrigerator,1338499336,0
kitchen:refrigerator,1338499336,0
kitchen:refrigerator,1338499344,1
kitchen:refrigerator,1338499344,1
kitchen:refrigerator,1338499349,0
kitchen:refrigerator,1338499349,0
kitchen:refrigerator,1338501109,1
kitchen:refrigerator,1338501109,1
kitchen:refrigerator,1338501123,0
kitchen:refrigerator,1338501123,0
kitchen:refrigerator,1338501288,1
kitchen:refrigerator,1338501288,1
kitchen:refrigerator,1338501299,0
kitchen:refrigerator,1338501299,0
kitchen:refrigerator,1338501402,1
kitchen:refrigerator,1338501403,1
kitchen:refrigerator,1338501406,0
kitchen:refrigerator,1338501407,0
kitchen:refrigerator,1338501410,1
kitchen:refrigerator,1338501445,0
kitchen:refrigerator,1338501445,0
kitchen:refrigerator,1338501450,1
kitchen:refrigerator,1338501450,1
kitchen:refrigerator,1338501496,0
kitchen:refrigerator,1338501496,0
kitchen:refrigerator,1338501514,1
kitchen:refrigerator,1338501514,1
kitchen:refrigerator,1338501516,0
kitchen:refrigerator,1338501516,0
kitchen:refrigerator,1338501535,1
kitchen:refrigerator,1338501535,1
kitchen:refrigerator,1338501553,0
kitchen:refrigerator,1338501553,0
kitchen:refrigerator,1338501909,1
kitchen:refrigerator,1338501909,1
kitchen:refrigerator,1338501915,0
kitchen:refrigerator,1338501915,0
kitchen:refrigerator,1338501937,1
kitchen:refrigerator,1338501937,1
kitchen:refrigerator,1338501943,0
kitchen:refrigerator,1338501943,0
kitchen:refrigerator,1338501988,1
kitchen:refrigerator,1338501988,1
kitchen:refrigerator,1338501994,0
kitchen:refrigerator,1338501994,0
kitchen:refrigerator,1338502521,1
kitchen:refrigerator,1338502521,1
kitchen:refrigerator,1338502525,0
kitchen:refrigerator,1338502525,0
kitchen:refrigerator,1338502533,1
kitchen:refrigerator,1338502533,1
kitchen:refrigerator,1338502535,0
kitchen:refrigerator,1338502536,0
kitchen:refrigerator,1338502542,1
kitchen:refrigerator,1338502542,1
kitchen:refrigerator,1338502545,0
kitchen:refrigerator,1338502545,0
kitchen:refrigerator,1338502561,1
kitchen:refrigerator,1338502561,1
kitchen:refrigerator,1338502563,0
kitchen:refrigerator,1338502564,0
kitchen:refrigerator,1338504192,1
kitchen:refrigerator,1338504192,1
kitchen:refrigerator,1338504216,0
kitchen:refrigerator,1338504216,0
kitchen:refrigerator,1338505263,1
kitchen:refrigerator,1338505263,1
kitchen:refrigerator,1338505269,0
kitchen:refrigerator,1338505269,0
kitchen:refrigerator,1338505472,1
kitchen:refrigerator,1338505472,1
kitchen:refrigerator,1338505476,0
kitchen:refrigerator,1338505476,0
kitchen:refrigerator,1338506731,1
kitchen:refrigerator,1338506732,1
kitchen:refrigerator,1338506747,0
kitchen:refrigerator,1338506748,0
kitchen:refrigerator,1338506947,1
kitchen:refrigerator,1338506947,1
kitchen:refrigerator,1338507015,0
kitchen:refrigerator,1338507015,0
kitchen:refrigerator,1338507028,1
kitchen:refrigerator,1338507028,1
kitchen:refrigerator,1338507036,0
kitchen:refrigerator,1338507037,0
kitchen:refrigerator,1338509746,1
kitchen:refrigerator,1338509751,0
kitchen:refrigerator,1338509752,0
kitchen:refrigerator,1338509756,1
kitchen:refrigerator,1338509756,1
kitchen:refrigerator,1338509756,1
kitchen:refrigerator,1338509764,0
kitchen:refrigerator,1338509764,0
kitchen:refrigerator,1338509771,1
kitchen:refrigerator,1338509771,1
kitchen:refrigerator,1338509774,0
kitchen:refrigerator,1338509774,0
kitchen:refrigerator,1338509781,1
kitchen:refrigerator,1338509781,1
kitchen:refrigerator,1338509785,0
kitchen:refrigerator,1338509785,0
kitchen:refrigerator,1338512077,1
kitchen:refrigerator,1338512077,1
kitchen:refrigerator,1338512081,0
kitchen:refrigerator,1338512081,0
kitchen:refrigerator,1338512433,1
kitchen:refrigerator,1338512433,1
kitchen:refrigerator,1338512500,0
kitchen:refrigerator,1338512501,0
kitchen:refrigerator,1338517629,1
kitchen:refrigerator,1338517629,1
kitchen:refrigerator,1338517636,0
kitchen:refrigerator,1338517637,0
