1312848000,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848005,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848010,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848015,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848020,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848025,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848030,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848035,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848040,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848045,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848050,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848055,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848060,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848065,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848070,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848075,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848080,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848085,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848090,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848095,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848100,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848105,3.9460,0.0025,3.9411,3.4333,3.9361,12.6229
1312848110,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848115,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848120,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848125,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848130,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848135,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848140,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848145,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848150,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848155,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848160,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848165,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848170,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848175,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848180,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848185,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848190,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848195,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848200,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848205,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848210,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848215,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848220,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848225,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848230,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848235,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848240,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848245,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848250,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848255,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848260,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848265,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848270,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848275,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848280,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848285,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848290,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848295,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848300,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848305,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848310,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848315,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848320,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848325,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848330,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848335,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848340,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848345,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848350,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848355,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848360,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848365,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848370,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848375,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848380,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848385,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848390,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848395,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848400,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848405,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848410,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848415,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848420,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848425,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848430,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848435,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848440,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848445,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848450,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848455,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848460,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848465,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848470,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848475,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848480,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848485,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848490,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848495,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848500,3.9460,0.0025,3.9361,3.4333,3.9361,12.6128
1312848505,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848510,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848515,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848520,3.9460,0.0025,3.9411,3.4333,3.9361,12.6179
1312848525,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848530,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848535,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848540,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848545,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848550,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848555,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848560,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848565,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848570,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848575,3.9460,0.0025,3.9411,3.4333,3.9361,12.6179
1312848580,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848585,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848590,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848595,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848600,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848605,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848610,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848615,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848620,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848625,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848630,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848635,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848640,3.9460,0.0025,3.9361,3.4333,3.9361,12.6229
1312848645,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848650,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848655,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848660,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848665,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848670,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848675,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848680,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848685,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
1312848690,3.9460,0.0025,3.9361,3.4333,3.9361,12.6179
